"","Name","Address.x","origname","Agency.x","Address.y","City","State","Zip","Site ID","Site Name","Agency21","Agency.y","distance"
"462","Rochester","18 Wood Lake Drive SE Rochester, MN 55904","Rochester: 18 Wood Lake Drive SE Rochester, MN 55904","DMA","18 Wood Lake Dr SE, Rochester, MN 55904","Rochester","MN","55904","15524","Rochester","Department of Health","MDH",0.0592530419231319
"463","Rochester","18 Wood Lake Drive SE Rochester, MN 55904","Rochester: 18 Wood Lake Drive SE Rochester, MN 55904","DMA","18 Wood Lake Drive SE, Rochester, MN 55904","Rochester","MN","55904","15735","Rochester Office","Minnesota Pollution Control Agency","MPCA",0.0526519550909795
"464","Rosemount FMS","14221 Biscayne Avenue Rosemount, MN 55068","Rosemount FMS: 14221 Biscayne Avenue Rosemount, MN 55068","DMA","14221 Biscayne Ave, Rosemount, MN 55068","Rosemount","MN","55068","11154","Rosemount FMS","Military Affairs","DMA",0.0811828664845353
"465","Rosemount TACC","13865 S Robert Trail Rosemount, MN 55068","Rosemount TACC: 13865 S Robert Trail Rosemount, MN 55068","DMA","13885 S Robert Trail, Rosemount, MN 55068","Rosemount","MN","55068","12262","Rosemount MCOFT","Military Affairs","DMA",0.0716020429435064
"466","Rosemount TACC","13865 S Robert Trail Rosemount, MN 55068","Rosemount TACC: 13865 S Robert Trail Rosemount, MN 55068","DMA","13865 S Robert Trail, Rosemount, MN 55068","Rosemount","MN","55068","7039","Rosemount TACC","Military Affairs","DMA",0.0539634146341464
"467","Roseville","1500 Highway 36 West Roseville, MN 55113","Roseville: 1500 Highway 36 West Roseville, MN 55113","MDE","5400 Highway 8, Arden Hills, MN 55112","Arden Hills","MN","55112","9832","Arden Hills DVS Exam Station","Department of Public Safety","DPS",0.204890604890605
"468","Roseville","1500 Highway 36 West Roseville, MN 55113","Roseville: 1500 Highway 36 West Roseville, MN 55113","MDE","1405 Highway 96 W, Arden Hills, MN 55112","Arden Hills","MN","55112","13550","AHATS Buildings 1 and 2","Military Affairs","DMA",0.233333333333333
"469","Roseville","1500 Highway 36 West Roseville, MN 55113","Roseville: 1500 Highway 36 West Roseville, MN 55113","MDE","1500 HWY 36 West, Roseville, MN 55113","Roseville","MN","55113","15603","Minnesota Department of Education","Minnesota Department of Education","MDE",0.116242713301537
"470","Roseville","2420 Long Lake Road Roseville, MN 55113","Roseville: 2420 Long Lake Road Roseville, MN 55113","DOC","2420 Long Lake Road, Roseville, MN 55113","Roseville","MN","55113","15572","MINNCOR","Department of Correctional Facilities","DOC",0.0510683760683761
"471","Rush City","7600 525th Street Rush City, MN 55069","Rush City: 7600 525th Street Rush City, MN 55069","DOC","14829 70th Street South, Hastings, MN 55033","Hastings","MN","55033","16932","Hastings - 70th St So - Afton","Department of Human Services","DHS",0.250931579419951
"472","Rush City","7600 525th Street Rush City, MN 55069","Rush City: 7600 525th Street Rush City, MN 55069","DOC","7600 525th Street, Rush City, MN 55069","Rush City","MN","55069","7008","MCF - Rush City","Department of Correctional Facilities","DOC",0.0583214793741109
"473","Saint Cloud MN Blvd","2305 Minnesota Blvd SE St. Cloud, MN 56304","Saint Cloud MN Blvd: 2305 Minnesota Blvd SE St. Cloud, MN 56304","DOC","1305 Main St S, Pine City, MN 55063","Pine City","MN","55063","4764","Pine City TACC","Military Affairs","DMA",0.25515873015873
"474","Saint Cloud MN Blvd","2305 Minnesota Blvd SE St. Cloud, MN 56304","Saint Cloud MN Blvd: 2305 Minnesota Blvd SE St. Cloud, MN 56304","DOC","111 Lincoln Ave SE, St Cloud, MN 56304","St Cloud","MN","56304","10261","St Cloud Call Center","Department of Employment & Economic Development (DEED)","DEED",0.223973913277818
"475","Saint Cloud MN Blvd","2305 Minnesota Blvd SE St. Cloud, MN 56304","Saint Cloud MN Blvd: 2305 Minnesota Blvd SE St. Cloud, MN 56304","DOC","3333 Division St W, St Cloud, MN 56303","St Cloud","MN","56303","15653","St Cloud","Department of Health","MDH",0.256834615273817
"476","Saint Cloud MN Blvd","2305 Minnesota Blvd SE St. Cloud, MN 56304","Saint Cloud MN Blvd: 2305 Minnesota Blvd SE St. Cloud, MN 56304","DOC","2305 Minnesota Blvd SE, ST. CLOUD, MN 56301","ST. CLOUD","MN","56301","7011","MCF - St. Cloud","Department of Correctional Facilities","DOC",0.129660391288298
"477","Saint Cloud St. Germain","300 E St. Germain Street St. Cloud, MN 56301","Saint Cloud St. Germain: 300 E St. Germain Street St. Cloud, MN 56301","DOC","2100 East Sheridan Street, Ely, MN 55731","Ely","MN","55731","11803","SITE, D1B, TRUCK STATION, ELY","DOT","DOT",0.250505050505051
"478","Saint Cloud St. Germain","300 E St. Germain Street St. Cloud, MN 56301","Saint Cloud St. Germain: 300 E St. Germain Street St. Cloud, MN 56301","DOC","300 E St. Germain Street, St. Cloud, MN 56304","St. Cloud","MN","56304","15513","DOC - Field Service St. Cloud","Department of Correctional Facilities","DOC",0.0650262313053011
"479","Saint Paul","520 Lafayette Road N Saint Paul, MN 55155","Saint Paul: 520 Lafayette Road N Saint Paul, MN 55155","MPCA","443 Lafayette Road North, St. Paul, MN 55155","St. Paul","MN","55155","15516","MN Dept. of Labor and Industry","Department of Labor and Industry","DLI",0.15029563932003
"480","Saint Paul","520 Lafayette Road N Saint Paul, MN 55155","Saint Paul: 520 Lafayette Road N Saint Paul, MN 55155","MPCA","444 Lafayette Road, St Paul, MN 55155","St Paul","MN","55155","15517","St. Paul - Lafayette","Department of Human Services","DHS",0.166733252099106
"481","Saint Paul","520 Lafayette Road N Saint Paul, MN 55155","Saint Paul: 520 Lafayette Road N Saint Paul, MN 55155","MPCA","520 Lafayette Road N, Saint Paul, MN 55155","Saint Paul","MN","55155","15736","Saint Paul Office","Minnesota Pollution Control Agency","MPCA",0.056716995741386
"482","Saint Paul","520 Lafayette Road N Saint Paul, MN 55155","Saint Paul: 520 Lafayette Road N Saint Paul, MN 55155","MPCA","500 Lafayette Square, St Paul, MN 55155","St Paul","MN","55155","11138","Central Office - R2900601690","Department of Natural Resources","DNR",0.205916458203044
"483","Saint Paul","520 Lafayette Road N Saint Paul, MN 55155","Saint Paul: 520 Lafayette Road N Saint Paul, MN 55155","MPCA","1200 Warner Road, Saint Paul, MN 55155","Saint Paul","MN","55155","17037","HazMat Storage R2900308750","Department of Natural Resources","DNR",0.25023120350049
"484","Sauk Centre TACC","28 Sinclair Lewis Blvd Sauk Centre, MN 56378","Sauk Centre TACC: 28 Sinclair Lewis Blvd Sauk Centre, MN 56378","DMA","628 Sinclair Lewis Blvd, Sauk Centre, MN 56378","Sauk Centre","MN","56378","7040","Sauk Centre TACC","Military Affairs","DMA",0.0637351778656127
"485","Sauk Centre TACC","28 Sinclair Lewis Blvd Sauk Centre, MN 56378","Sauk Centre TACC: 28 Sinclair Lewis Blvd Sauk Centre, MN 56378","DMA","1218 Beltine Road, Sauk Centre, MN 56378","Sauk Centre","MN","56378","11876","SITE, D3B, TRUCK STATION, SAUK CENTRE","DOT","DOT",0.222474747474747
"486","Sauk Rapids Office","1035 South Benton Drive, Sauk Rapids, MN 56379","Sauk Rapids Office: 1035 South Benton Drive, Sauk Rapids, MN 56379","DNR","1125 Benton Drive South, Sauk Rapids, MN 56379","Sauk Rapids","MN","56379","14060","Cold Storage R2900308630","Department of Natural Resources","DNR",0.0895915678524374
"487","Sauk Rapids Office","1035 South Benton Drive, Sauk Rapids, MN 56379","Sauk Rapids Office: 1035 South Benton Drive, Sauk Rapids, MN 56379","DNR","1035 Benton Drive South, Sauk Rapids, MN 55379","Sauk Rapids","MN","55379","14059","Office R2900308620","Department of Natural Resources","DNR",0.0737520128824477
"488","Shakopee","1010 West 6th Ave Shakopee, MN 55379","Shakopee: 1010 West 6th Ave Shakopee, MN 55379","DOC","1010 west 6th ave, SHAKOPEE, MN 55379","SHAKOPEE","MN","55379","5972","MCF - Shakopee","Department of Correctional Facilities","DOC",0.165622519070795
"489","Silver Bay","45 Banks Blvd Silver Bay, MN 55614","Silver Bay: 45 Banks Blvd Silver Bay, MN 55614","MDVA","45 Banks Blvd., Silver Bay, MN 55614","Silver Bay","MN","55614","7025","MVH - Silver Bay Veterans Home","Department of Veterans Affairs","MDVA",0.0773420479302833
"490","St. Cloud AASF","2185 45th Ave SE St. Cloud, MN 56304","St. Cloud AASF: 2185 45th Ave SE St. Cloud, MN 56304","DMA","2185 45th AVE SE, St Cloud, MN 56304","St Cloud","MN","56304","9865","St Cloud AASF","Military Affairs","DMA",0.121212121212121
"491","St. Cloud AASF","2185 45th Ave SE St. Cloud, MN 56304","St. Cloud AASF: 2185 45th Ave SE St. Cloud, MN 56304","DMA","1710 8th St N, St Cloud, MN 56303","St Cloud","MN","56303","4720","St Cloud TACC","Military Affairs","DMA",0.25945350945351
"492","St. Cloud AASF","2185 45th Ave SE St. Cloud, MN 56304","St. Cloud AASF: 2185 45th Ave SE St. Cloud, MN 56304","DMA","111 Lincoln Ave SE, St Cloud, MN 56304","St Cloud","MN","56304","10261","St Cloud Call Center","Department of Employment & Economic Development (DEED)","DEED",0.257031467557783
"493","St. Cloud TACC","1710 8th Street N St. Cloud, MN 56303","St. Cloud TACC: 1710 8th Street N St. Cloud, MN 56303","DMA","1710 8th St N, St Cloud, MN 56303","St Cloud","MN","56303","4720","St Cloud TACC","Military Affairs","DMA",0.107229388479388
"494","St. Cloud TACC","1710 8th Street N St. Cloud, MN 56303","St. Cloud TACC: 1710 8th Street N St. Cloud, MN 56303","DMA","3725 12th Street North, St. Cloud, MN 56301","St. Cloud","MN","56301","11857","SITE, D3B, HEADQUARTERS, ST CLOUD","DOT","DOT",0.184262486588068
"495","St. Cloud TACC","1710 8th Street N St. Cloud, MN 56303","St. Cloud TACC: 1710 8th Street N St. Cloud, MN 56303","DMA","608 8th Street North East, Milaca, MN 56353","Milaca","MN","56353","11872","SITE, D3B, TRUCK STATION, MILACA","DOT","DOT",0.244979198467571
"496","St. Cloud","111 Lincoln Avenue SE St. Cloud, MN 56303","St. Cloud: 111 Lincoln Avenue SE St. Cloud, MN 56303","DMA","111 Lincoln Ave SE, St Cloud, MN 56304","St Cloud","MN","56304","10261","St Cloud Call Center","Department of Employment & Economic Development (DEED)","DEED",0.0859720439309657
"497","St. Cloud","3333 W Division St., Suite 212 St. Cloud, MN 56301","St. Cloud: 3333 W Division St., Suite 212 St. Cloud, MN 56301","DMA","3333 Division St W, St Cloud, MN 56303","St Cloud","MN","56303","15653","St Cloud","Department of Health","MDH",0.199042200094832
"498","St. James TACC/MVSB","521 Armstrong Blvd St. James, MN 56081","St. James TACC/MVSB: 521 Armstrong Blvd St. James, MN 56081","DMA","521 Armstrong Blvd, St James, MN 56081","St James","MN","56081","11160","St James MVSB","Military Affairs","DMA",0.0625889046941678
"499","St. James TACC/MVSB","521 Armstrong Blvd St. James, MN 56081","St. James TACC/MVSB: 521 Armstrong Blvd St. James, MN 56081","DMA","521 Armstrong Blvd N, St James, MN 56081","St James","MN","56081","7041","St James TACC","Military Affairs","DMA",0.0878259838786155
"500","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","60 Empire Dr., St Paul, MN 55103","St Paul","MN","55103","5957","Retirement Systems Bldg & Ramp","Department of Administration - FMD","ADM",0.231547619047619
"501","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","690 Como Ave, St. Paul, MN 55103","St. Paul","MN","55103","15831","St. Paul - Como - MSHS (Owned)","Department of Human Services","DHS",0.248154761904762
"502","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","206 Airport Road, St Paul, MN 55107","St Paul","MN","55107","7042","St Paul AASF","Military Affairs","DMA",0.0631652661064427
"503","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","240 Summit Ave, St. Paul, MN 55102","St. Paul","MN","55102","7476","James J. Hill House","Minnesota Historical Society","HIST",0.230140056022409
"504","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","1200 Warner Road, St. Paul, MN 55106","St. Paul","MN","55106","10514","Cold Storage (3) - 4 Door Bullpen","Department of Natural Resources","DNR",0.224074074074074
"505","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","1200 Warner Road, St. Paul, MN 55106","St. Paul","MN","55106","10516","Cold Storage R2900601330","Department of Natural Resources","DNR",0.224074074074074
"506","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","1200 Warner Road, St. Paul, MN 55106","St. Paul","MN","55106","10576","Generator to Garage R2900601080","Department of Natural Resources","DNR",0.224074074074074
"507","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","1200 Warner Road, St. Paul, MN 55106","St. Paul","MN","55106","10517","Haz Mat Storage (2)","Department of Natural Resources","DNR",0.224074074074074
"508","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","1200 Warner Road, Saint Paul, MN 55155","Saint Paul","MN","55155","17037","HazMat Storage R2900308750","Department of Natural Resources","DNR",0.259101457347071
"509","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","1200 Warner Road, St. Paul, MN 55106","St. Paul","MN","55106","10515","Office - Main, Hatchery (Propane Only) R2900601320","Department of Natural Resources","DNR",0.224074074074074
"510","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","1200 Warner Road, St. Paul, MN 55106","St. Paul","MN","55106","10575","Office - Warehouse R2900601260","Department of Natural Resources","DNR",0.224074074074074
"511","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","1200 Warner Road, St. Paul, MN 55106","St. Paul","MN","55106","10519","Pole by Generator Shed & Pump at Fish Pond","Department of Natural Resources","DNR",0.224074074074074
"512","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","1200 Warner Road, St. Paul, MN 55106","St. Paul","MN","55106","10520","Security Lights","Department of Natural Resources","DNR",0.224074074074074
"513","St. Paul AASF","206 Airport Road St. Paul, MN 55107","St. Paul AASF: 206 Airport Road St. Paul, MN 55107","DMA","1200 Warner Road, St. Paul, MN 55106","St. Paul","MN","55106","16922","Spring Lake Public Access","Department of Natural Resources","DNR",0.224074074074074
"514","St. Paul R3 Main Office","1200 Warner Road St. Paul, MN 55106","St. Paul R3 Main Office: 1200 Warner Road St. Paul, MN 55106","DNR","1380 Energy Ln, St. Paul, MN 55108","St. Paul","MN","55108","15553","Bureau of Mediation Services","Bureau of Mediation Services","BMS",0.236806722689076
"515","St. Paul R3 Main Office","1200 Warner Road St. Paul, MN 55106","St. Paul R3 Main Office: 1200 Warner Road St. Paul, MN 55106","DNR","1380 Energy Ln, St. Paul, MN 55108","St. Paul","MN","55108","15554","Bureau of Mediation Services","Bureau of Mediation Services","BMS",0.236806722689076
"516","St. Paul R3 Main Office","1200 Warner Road St. Paul, MN 55106","St. Paul R3 Main Office: 1200 Warner Road St. Paul, MN 55106","DNR","321 Grove St., St. Paul, MN 55101","St. Paul","MN","55101","10080","321 Grove #1","Department of Administration - FMD","ADM",0.256046176046176
"517","St. Paul R3 Main Office","1200 Warner Road St. Paul, MN 55106","St. Paul R3 Main Office: 1200 Warner Road St. Paul, MN 55106","DNR","658 Cedar St., St Paul, MN 55106","St Paul","MN","55106","4706","Centennial Bldg & Ramp","Department of Administration - FMD","ADM",0.254821428571429
"518","St. Paul R3 Main Office","1200 Warner Road St. Paul, MN 55106","St. Paul R3 Main Office: 1200 Warner Road St. Paul, MN 55106","DNR","102 Water Street W, St Paul, MN 55101","St Paul","MN","55101","15500","St Paul DPS Warehouse","Department of Public Safety","DPS",0.258873158873159
"519","St. Paul R3 Main Office","1200 Warner Road St. Paul, MN 55106","St. Paul R3 Main Office: 1200 Warner Road St. Paul, MN 55106","DNR","690 Como Ave, St. Paul, MN 55103","St. Paul","MN","55103","15831","St. Paul - Como - MSHS (Owned)","Department of Human Services","DHS",0.258760351966874
"520","St. Paul R3 Main Office","1200 Warner Road St. Paul, MN 55106","St. Paul R3 Main Office: 1200 Warner Road St. Paul, MN 55106","DNR","1530 Maryland Ave E, St Paul, MN 55106","St Paul","MN","55106","4738","East St Paul TACC","Military Affairs","DMA",0.255576441102757
"521","St. Paul R3 Main Office","1200 Warner Road St. Paul, MN 55106","St. Paul R3 Main Office: 1200 Warner Road St. Paul, MN 55106","DNR","206 Airport Road, St Paul, MN 55107","St Paul","MN","55107","7042","St Paul AASF","Military Affairs","DMA",0.220282186948854
"522","St. Paul R3 Main Office","1200 Warner Road St. Paul, MN 55106","St. Paul R3 Main Office: 1200 Warner Road St. Paul, MN 55106","DNR","301 Tower Ave, St. Paul, MN 55111","St. Paul","MN","55111","10459","Chapel R2900600200","Department of Natural Resources","DNR",0.258170995670996
